
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE04 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
    10.00     0.00  -174.18  -187.43     8.82    34.46    12.00    -1.59    -1.30     0.36     7.48     0.00   988.75   712.01
    10.00     2.00  -159.68  -187.53     7.98    34.46    16.54    -1.59    -1.36     0.29     7.48     1.49   988.75   768.10
    10.00     4.00  -140.23  -187.66     7.11    34.46    21.05    -1.59    -1.42     0.22     7.48     2.98   988.75   823.84
    10.00     6.00  -112.77  -187.84     6.18    34.46    25.54    -1.59    -1.47     0.15     7.48     4.48   988.75   879.21
    10.00     8.00   -71.06  -188.11     5.16    34.46    30.01    -1.59    -1.53     0.07     7.48     5.98   988.75   934.19
    10.00    10.00     0.00  -188.58     3.94    34.46    34.46    -1.59    -1.59     0.00     7.48     7.48   988.75   988.75
    10.00    12.00   148.31  -189.55     2.21    34.46    38.88    -1.59    -1.65    -0.07     7.48     8.99   988.75  1042.89
    10.00    14.00   650.61  -192.85    -1.84    34.46    43.27    -1.59    -1.71    -0.15     7.48    10.50   988.75  1096.57
    10.00    16.00 -5022.66  -155.62    34.63    34.46    47.64    -1.59    -1.77    -0.22     7.48    12.01   988.75  1149.76
    10.00    18.00  -936.51  -182.43     7.05    34.46    51.98    -1.59    -1.83    -0.30     7.48    13.53   988.75  1202.44
    10.00    20.00  -629.11  -184.45     4.27    34.46    56.30    -1.59    -1.89    -0.37     7.48    15.06   988.75  1254.59
    10.00    22.00  -516.04  -185.19     2.77    34.46    60.58    -1.59    -1.94    -0.45     7.48    16.59   988.75  1306.16
    10.00    24.00  -457.25  -185.57     1.61    34.46    64.83    -1.59    -2.01    -0.53     7.48    18.12   988.75  1357.12
    10.00    26.00  -421.19  -185.81     0.60    34.46    69.04    -1.59    -2.07    -0.61     7.48    19.66   988.75  1407.43
    10.00    28.00  -396.79  -185.97    -0.33    34.46    73.22    -1.59    -2.13    -0.68     7.48    21.21   988.75  1457.06
    10.00    30.00  -379.18  -186.09    -1.23    34.46    77.35    -1.59    -2.19    -0.76     7.48    22.76   988.75  1505.95
    10.00    32.00  -365.85  -186.17    -2.10    34.46    81.45    -1.59    -2.25    -0.84     7.48    24.32   988.75  1554.06
    10.00    34.00  -355.41  -186.24    -2.95    34.46    85.49    -1.59    -2.31    -0.92     7.48    25.89   988.75  1601.34
    10.00    36.00  -347.00  -186.30    -3.80    34.46    89.49    -1.59    -2.37    -1.00     7.48    27.46   988.75  1647.72
    10.00    38.00  -340.07  -186.34    -4.64    34.46    93.43    -1.59    -2.44    -1.08     7.48    29.05   988.75  1693.16
    10.00    40.00  -334.26  -186.38    -5.48    34.46    97.31    -1.59    -2.50    -1.16     7.48    30.64   988.75  1737.56
    10.00    42.00  -329.31  -186.41    -6.31    34.46   101.13    -1.59    -2.56    -1.25     7.48    32.24   988.75  1780.87
    10.00    44.00  -325.04  -186.44    -7.15    34.46   104.87    -1.59    -2.63    -1.33     7.48    33.86   988.75  1822.99
    10.00    46.00  -321.31  -186.47    -7.99    34.46   108.54    -1.59    -2.69    -1.42     7.48    35.48   988.75  1863.83
    10.00    48.00  -318.03  -186.49    -8.83    34.46   112.13    -1.59    -2.76    -1.50     7.48    37.12   988.75  1903.30
    10.00    50.00  -315.11  -186.51    -9.68    34.46   115.62    -1.59    -2.82    -1.59     7.48    38.77   988.75  1941.28
    10.00    52.00  -312.49  -186.52   -10.54    34.46   119.02    -1.59    -2.89    -1.67     7.48    40.43   988.75  1977.63
    10.00    54.00  -310.13  -186.54   -11.40    34.46   122.30    -1.59    -2.96    -1.76     7.48    42.11   988.75  2012.22
    10.00    56.00  -307.98  -186.55   -12.26    34.46   125.46    -1.59    -3.03    -1.85     7.48    43.81   988.75  2044.89
    10.00     0.00  -174.18  -187.43     8.82    34.46    12.00    -1.59    -1.30     0.36     7.48     0.00   988.75   712.01
    10.00    -2.00  -185.43  -187.36     9.64    34.46     7.44    -1.59    -1.24     0.44     7.48    -1.49   988.75   655.58
    10.00    -4.00  -194.40  -187.30    10.44    34.46     2.87    -1.59    -1.19     0.51     7.48    -2.97   988.75   598.83
    10.00    -6.00  -201.73  -187.25    11.23    34.46    -1.73    -1.59    -1.13     0.58     7.48    -4.45   988.75   541.77
    10.00    -8.00  -207.84  -187.21    12.01    34.46    -6.35    -1.59    -1.07     0.65     7.48    -5.93   988.75   484.41
    10.00   -10.00  -213.00  -187.18    12.78    34.46   -10.99    -1.59    -1.01     0.72     7.48    -7.41   988.75   426.77
    10.00   -12.00  -217.44  -187.15    13.55    34.46   -15.65    -1.59    -0.96     0.79     7.48    -8.88   988.75   368.86
    10.00   -14.00  -221.28  -187.12    14.31    34.46   -20.33    -1.59    -0.90     0.86     7.48   -10.36   988.75   310.68
    10.00   -16.00  -224.65  -187.10    15.06    34.46   -25.04    -1.59    -0.84     0.93     7.48   -11.83   988.75   252.24
    10.00   -18.00  -227.62  -187.08    15.82    34.46   -29.76    -1.59    -0.79     0.99     7.48   -13.29   988.75   193.56
    10.00   -20.00  -230.27  -187.06    16.57    34.46   -34.51    -1.59    -0.73     1.06     7.48   -14.76   988.75   134.63
    10.00   -22.00  -232.65  -187.05    17.31    34.46   -39.28    -1.59    -0.68     1.13     7.48   -16.22   988.75    75.47
    10.00   -24.00  -234.79  -187.03    18.06    34.46   -44.08    -1.59    -0.62     1.20     7.48   -17.69   988.75    16.08
    10.00   -26.00  -235.33  -187.03    18.26    34.46   -45.38    -1.59    -0.60     1.22     7.48   -18.08   988.75     0.00
    12.00     0.00  -239.85  -189.37     6.13    38.88    12.00    -1.65    -1.30     0.44     8.99     0.00  1042.89   712.01
    12.00     2.00  -234.03  -189.38     5.38    38.88    16.54    -1.65    -1.36     0.37     8.99     1.49  1042.89   768.10
    12.00     4.00  -225.83  -189.40     4.61    38.88    21.05    -1.65    -1.42     0.29     8.99     2.98  1042.89   823.84
    12.00     6.00  -213.41  -189.42     3.84    38.88    25.54    -1.65    -1.47     0.22     8.99     4.48  1042.89   879.21
    12.00     8.00  -192.29  -189.46     3.05    38.88    30.01    -1.65    -1.53     0.15     8.99     5.98  1042.89   934.19
    12.00    10.00  -148.31  -189.55     2.21    38.88    34.46    -1.65    -1.59     0.07     8.99     7.48  1042.89   988.75
    12.00    12.00     0.00  -189.84     1.17    38.88    38.88    -1.65    -1.65     0.00     8.99     8.99  1042.89  1042.89
    12.00    14.00 -1724.53  -186.48     3.77    38.88    43.27    -1.65    -1.71    -0.07     8.99    10.50  1042.89  1096.57
    12.00    16.00  -471.23  -188.92     0.57    38.88    47.64    -1.65    -1.77    -0.15     8.99    12.01  1042.89  1149.76
    12.00    18.00  -379.23  -189.10    -0.37    38.88    51.98    -1.65    -1.83    -0.22     8.99    13.53  1042.89  1202.44
    12.00    20.00  -345.44  -189.16    -1.20    38.88    56.30    -1.65    -1.89    -0.30     8.99    15.06  1042.89  1254.59
    12.00    22.00  -327.87  -189.20    -2.00    38.88    60.58    -1.65    -1.94    -0.38     8.99    16.59  1042.89  1306.16
    12.00    24.00  -317.08  -189.22    -2.79    38.88    64.83    -1.65    -2.01    -0.45     8.99    18.12  1042.89  1357.12
    12.00    26.00  -309.76  -189.23    -3.58    38.88    69.04    -1.65    -2.07    -0.53     8.99    19.66  1042.89  1407.43
    12.00    28.00  -304.46  -189.24    -4.36    38.88    73.22    -1.65    -2.13    -0.61     8.99    21.21  1042.89  1457.06
    12.00    30.00  -300.44  -189.25    -5.15    38.88    77.35    -1.65    -2.19    -0.69     8.99    22.76  1042.89  1505.95
    12.00    32.00  -297.28  -189.26    -5.94    38.88    81.45    -1.65    -2.25    -0.77     8.99    24.32  1042.89  1554.06
    12.00    34.00  -294.73  -189.26    -6.73    38.88    85.49    -1.65    -2.31    -0.85     8.99    25.89  1042.89  1601.34
    12.00    36.00  -292.61  -189.27    -7.52    38.88    89.49    -1.65    -2.37    -0.93     8.99    27.46  1042.89  1647.72
    12.00    38.00  -290.83  -189.27    -8.32    38.88    93.43    -1.65    -2.44    -1.01     8.99    29.05  1042.89  1693.16
    12.00    40.00  -289.30  -189.27    -9.12    38.88    97.31    -1.65    -2.50    -1.09     8.99    30.64  1042.89  1737.56
    12.00    42.00  -287.98  -189.28    -9.93    38.88   101.13    -1.65    -2.56    -1.17     8.99    32.24  1042.89  1780.87
    12.00    44.00  -286.81  -189.28   -10.74    38.88   104.87    -1.65    -2.63    -1.26     8.99    33.86  1042.89  1822.99
    12.00    46.00  -285.78  -189.28   -11.56    38.88   108.54    -1.65    -2.69    -1.34     8.99    35.48  1042.89  1863.83
    12.00    48.00  -284.85  -189.28   -12.38    38.88   112.13    -1.65    -2.76    -1.43     8.99    37.12  1042.89  1903.30
    12.00    50.00  -284.01  -189.28   -13.21    38.88   115.62    -1.65    -2.82    -1.51     8.99    38.77  1042.89  1941.28
    12.00    52.00  -283.25  -189.29   -14.05    38.88   119.02    -1.65    -2.89    -1.60     8.99    40.43  1042.89  1977.63
    12.00    54.00  -282.55  -189.29   -14.90    38.88   122.30    -1.65    -2.96    -1.69     8.99    42.11  1042.89  2012.22
    12.00    56.00  -281.90  -189.29   -15.75    38.88   125.46    -1.65    -3.03    -1.78     8.99    43.81  1042.89  2044.89
    12.00     0.00  -239.85  -189.37     6.13    38.88    12.00    -1.65    -1.30     0.44     8.99     0.00  1042.89   712.01
    12.00    -2.00  -244.20  -189.36     6.88    38.88     7.44    -1.65    -1.24     0.51     8.99    -1.49  1042.89   655.58
    12.00    -4.00  -247.59  -189.36     7.63    38.88     2.87    -1.65    -1.19     0.58     8.99    -2.97  1042.89   598.83
    12.00    -6.00  -250.29  -189.35     8.38    38.88    -1.73    -1.65    -1.13     0.65     8.99    -4.45  1042.89   541.77
    12.00    -8.00  -252.52  -189.35     9.12    38.88    -6.35    -1.65    -1.07     0.72     8.99    -5.93  1042.89   484.41
    12.00   -10.00  -254.37  -189.34     9.86    38.88   -10.99    -1.65    -1.01     0.79     8.99    -7.41  1042.89   426.77
    12.00   -12.00  -255.95  -189.34    10.60    38.88   -15.65    -1.65    -0.96     0.86     8.99    -8.88  1042.89   368.86
    12.00   -14.00  -257.31  -189.34    11.34    38.88   -20.33    -1.65    -0.90     0.93     8.99   -10.36  1042.89   310.68
    12.00   -16.00  -258.49  -189.33    12.08    38.88   -25.04    -1.65    -0.84     1.00     8.99   -11.83  1042.89   252.24
    12.00   -18.00  -259.53  -189.33    12.81    38.88   -29.76    -1.65    -0.79     1.07     8.99   -13.29  1042.89   193.56
    12.00   -20.00  -260.46  -189.33    13.55    38.88   -34.51    -1.65    -0.73     1.14     8.99   -14.76  1042.89   134.63
    12.00   -22.00  -261.28  -189.33    14.28    38.88   -39.28    -1.65    -0.68     1.20     8.99   -16.22  1042.89    75.47
    12.00   -24.00  -262.03  -189.33    15.01    38.88   -44.08    -1.65    -0.62     1.27     8.99   -17.69  1042.89    16.08
    12.00   -26.00  -262.22  -189.33    15.21    38.88   -45.38    -1.65    -0.60     1.29     8.99   -18.08  1042.89     0.00
    14.00     0.00  -328.31  -191.98     2.77    43.27    12.00    -1.71    -1.30     0.51    10.50     0.00  1096.57   712.01
    14.00     2.00  -339.47  -192.01     1.99    43.27    16.54    -1.71    -1.36     0.44    10.50     1.49  1096.57   768.10
    14.00     4.00  -356.46  -192.06     1.20    43.27    21.05    -1.71    -1.42     0.37    10.50     2.98  1096.57   823.84
    14.00     6.00  -385.46  -192.13     0.37    43.27    25.54    -1.71    -1.47     0.30    10.50     4.48  1096.57   879.21
    14.00     8.00  -446.00  -192.30    -0.54    43.27    30.01    -1.71    -1.53     0.22    10.50     5.98  1096.57   934.19
    14.00    10.00  -650.61  -192.85    -1.84    43.27    34.46    -1.71    -1.59     0.15    10.50     7.48  1096.57   988.75
    14.00    12.00  1724.53  -186.48     3.77    43.27    38.88    -1.71    -1.65     0.07    10.50     8.99  1096.57  1042.89
    14.00    14.00     0.00  -191.10    -1.61    43.27    43.27    -1.71    -1.71     0.00    10.50    10.50  1096.57  1096.57
    14.00    16.00  -126.71  -191.44    -2.71    43.27    47.64    -1.71    -1.77    -0.07    10.50    12.01  1096.57  1149.76
    14.00    18.00  -173.15  -191.57    -3.59    43.27    51.98    -1.71    -1.83    -0.15    10.50    13.53  1096.57  1202.44
    14.00    20.00  -197.23  -191.63    -4.42    43.27    56.30    -1.71    -1.89    -0.23    10.50    15.06  1096.57  1254.59
    14.00    22.00  -211.95  -191.67    -5.23    43.27    60.58    -1.71    -1.94    -0.30    10.50    16.59  1096.57  1306.16
    14.00    24.00  -221.87  -191.70    -6.02    43.27    64.83    -1.71    -2.01    -0.38    10.50    18.12  1096.57  1357.12
    14.00    26.00  -229.00  -191.72    -6.81    43.27    69.04    -1.71    -2.07    -0.46    10.50    19.66  1096.57  1407.43
    14.00    28.00  -234.37  -191.73    -7.60    43.27    73.22    -1.71    -2.13    -0.54    10.50    21.21  1096.57  1457.06
    14.00    30.00  -238.55  -191.74    -8.39    43.27    77.35    -1.71    -2.19    -0.61    10.50    22.76  1096.57  1505.95
    14.00    32.00  -241.90  -191.75    -9.18    43.27    81.45    -1.71    -2.25    -0.69    10.50    24.32  1096.57  1554.06
    14.00    34.00  -244.63  -191.76    -9.98    43.27    85.49    -1.71    -2.31    -0.77    10.50    25.89  1096.57  1601.34
    14.00    36.00  -246.91  -191.76   -10.77    43.27    89.49    -1.71    -2.37    -0.85    10.50    27.46  1096.57  1647.72
    14.00    38.00  -248.83  -191.77   -11.57    43.27    93.43    -1.71    -2.44    -0.93    10.50    29.05  1096.57  1693.16
    14.00    40.00  -250.47  -191.77   -12.38    43.27    97.31    -1.71    -2.50    -1.02    10.50    30.64  1096.57  1737.56
    14.00    42.00  -251.88  -191.78   -13.18    43.27   101.13    -1.71    -2.56    -1.10    10.50    32.24  1096.57  1780.87
    14.00    44.00  -253.11  -191.78   -14.00    43.27   104.87    -1.71    -2.63    -1.18    10.50    33.86  1096.57  1822.99
    14.00    46.00  -254.19  -191.78   -14.82    43.27   108.54    -1.71    -2.69    -1.27    10.50    35.48  1096.57  1863.83
    14.00    48.00  -255.14  -191.79   -15.64    43.27   112.13    -1.71    -2.76    -1.35    10.50    37.12  1096.57  1903.30
    14.00    50.00  -255.98  -191.79   -16.47    43.27   115.62    -1.71    -2.82    -1.44    10.50    38.77  1096.57  1941.28
    14.00    52.00  -256.74  -191.79   -17.31    43.27   119.02    -1.71    -2.89    -1.53    10.50    40.43  1096.57  1977.63
    14.00    54.00  -257.41  -191.79   -18.16    43.27   122.30    -1.71    -2.96    -1.61    10.50    42.11  1096.57  2012.22
    14.00    56.00  -258.02  -191.79   -19.01    43.27   125.46    -1.71    -3.03    -1.70    10.50    43.81  1096.57  2044.89
    14.00     0.00  -328.31  -191.98     2.77    43.27    12.00    -1.71    -1.30     0.51    10.50     0.00  1096.57   712.01
    14.00    -2.00  -320.43  -191.96     3.53    43.27     7.44    -1.71    -1.24     0.58    10.50    -1.49  1096.57   655.58
    14.00    -4.00  -314.57  -191.94     4.29    43.27     2.87    -1.71    -1.19     0.65    10.50    -2.97  1096.57   598.83
    14.00    -6.00  -310.05  -191.93     5.04    43.27    -1.73    -1.71    -1.13     0.73    10.50    -4.45  1096.57   541.77
    14.00    -8.00  -306.46  -191.92     5.79    43.27    -6.35    -1.71    -1.07     0.80    10.50    -5.93  1096.57   484.41
    14.00   -10.00  -303.54  -191.91     6.53    43.27   -10.99    -1.71    -1.01     0.87    10.50    -7.41  1096.57   426.77
    14.00   -12.00  -301.12  -191.91     7.28    43.27   -15.65    -1.71    -0.96     0.94    10.50    -8.88  1096.57   368.86
    14.00   -14.00  -299.09  -191.90     8.02    43.27   -20.33    -1.71    -0.90     1.00    10.50   -10.36  1096.57   310.68
    14.00   -16.00  -297.36  -191.90     8.76    43.27   -25.04    -1.71    -0.84     1.07    10.50   -11.83  1096.57   252.24
    14.00   -18.00  -295.86  -191.89     9.49    43.27   -29.76    -1.71    -0.79     1.14    10.50   -13.29  1096.57   193.56
    14.00   -20.00  -294.56  -191.89    10.23    43.27   -34.51    -1.71    -0.73     1.21    10.50   -14.76  1096.57   134.63
    14.00   -22.00  -293.43  -191.89    10.96    43.27   -39.28    -1.71    -0.68     1.28    10.50   -16.22  1096.57    75.47
    14.00   -24.00  -292.42  -191.89    11.69    43.27   -44.08    -1.71    -0.62     1.35    10.50   -17.69  1096.57    16.08
    14.00   -26.00  -292.17  -191.88    11.89    43.27   -45.38    -1.71    -0.60     1.36    10.50   -18.08  1096.57     0.00
    16.00     0.00  -453.98  -195.69    -1.70    47.64    12.00    -1.77    -1.30     0.59    12.01     0.00  1149.76   712.01
    16.00     2.00  -500.71  -196.03    -2.79    47.64    16.54    -1.77    -1.36     0.52    12.01     1.49  1149.76   768.10
    16.00     4.00  -580.42  -196.62    -4.12    47.64    21.05    -1.77    -1.42     0.44    12.01     2.98  1149.76   823.84
    16.00     6.00  -746.99  -197.83    -6.09    47.64    25.54    -1.77    -1.47     0.37    12.01     4.48  1149.76   879.21
    16.00     8.00 -1312.06  -201.97   -10.97    47.64    30.01    -1.77    -1.53     0.30    12.01     5.98  1149.76   934.19
    16.00    10.00  5022.66  -155.62    34.63    47.64    34.46    -1.77    -1.59     0.22    12.01     7.48  1149.76   988.75
    16.00    12.00   471.23  -188.92     0.57    47.64    38.88    -1.77    -1.65     0.15    12.01     8.99  1149.76  1042.89
    16.00    14.00   126.71  -191.44    -2.71    47.64    43.27    -1.77    -1.71     0.07    12.01    10.50  1149.76  1096.57
    16.00    16.00     0.00  -192.37    -4.39    47.64    47.64    -1.77    -1.77     0.00    12.01    12.01  1149.76  1149.76
